sistema,subsistema,propietario,razon_social,rut,central,estado,fecha_puesta_servicio_central,anio_servicio_central,region_nombre,comuna_nombre,cod_unidad,tipo_unidad,fecha_servicio_unidad,unidades,marca_modelo,clasificacion,tipo_de_energia,potencia_bruta_mw,potencia_neta_mw,ley_ernc,medio_generacion,distribuidora,punto_conexion,combustible_1,consumo_1,unidad_1,combustible_2,consumo_2,unidad_2,combustible_3,consumo_3,unidad_3,tipo_turbina_hidraulica,gasto_m3_por_s,caida_m,coord_este_utm,coord_norte_utm,huso_utm,tipo_final,orden,fecha_act
SEN,SIC,KONDA SOLAR SPA,,76.729.924-9,PMGD PFV KONDA,En Operacion,04/01/2020,2020,Región de Valparaíso,San Felipe,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CHILQUINTA,ID 1040 BA S/E SAN FELIPE 12KV BP1,,,,,,,,,,,,,"339899,13","6372146,26",19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,LA ACACIA SPA,,76.503.259-8,PMGD PFV LA ACACIA,En Operacion,28/07/2018,2018,Región del Libertador Gral. Bernardo O’Higgins,San Vicente,,,,NO APLICA,,ERNC,Solar,"8,57","8,44",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E SAN VICENTE DE TAGUA TAGUA,,,,,,,,,,,,,308682.83,6182025.29,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,SOLAR LA BLANQUINA SPA,,76.522.348-2,PMGD PFV LA BLANQUINA,En Operacion,15/02/2019,2019,Región del Libertador Gral. Bernardo O’Higgins,Codegua,,,,1,,ERNC,Solar,"9,00","8,97",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E GRANEROS 15KV,,,,,,,,,,,,,347785.65,6229370.92,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,LA CHAPEANA SPA,,76.327.574-4,PMGD PFV LA CHAPEANA,En Operacion,15/01/2016,2016,Región de Coquimbo,Ovalle,,,,NO APLICA,,ERNC,Solar,"2,93","2,90",Si,Pequeños medio de generación distribuida o PMGD,CONAFE,SOTAQUI 23KV,,,,,,,,,,,,,"297504,9999","6622199,015",19J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,LA CHIMBA BIS SPA,,76.242.067-8,PMGD PFV LA CHIMBA BIS,En Operacion,15/05/2020,2020,Región de Coquimbo,Ovalle,,,,1,,ERNC,Solar,"2,78","2,76",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E OVALLE 23KV,,,,,,,,,,,,,285885.28,6606788.16,19J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,GR ARAUCARIA SPA,,76.461.936-6,PMGD PFV LA ESPERANZA II,En Operacion,30/12/2016,2016,Región del Libertador Gral. Bernardo O’Higgins,Marchihue,,,,1,,ERNC,Solar,"9,00","8,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,ALIMENTADOR CALLEUQUE 13.2KV,,,,,,,,,,,,,266413.19,6197655.95,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,GR MELI SPA,,76.722.041-3,PMGD PFV LA ESTANCIA,En Operacion,14/02/2020,2020,Región Metropolitana de Santiago,Alhué,,,,NO APLICA,,ERNC,Solar,"3,01","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 390 BA S/E ALHUE 23KV,,,,,,,,,,,,,310329,6231267,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,PV LA FRONTERA SPA,,76.461.945-5,PMGD PFV LA FRONTERA,En Operacion,22/12/2017,2017,Región del Libertador Gral. Bernardo O’Higgins,Lolol,,,,NO APLICA,,ERNC,Solar,"4,80","4,80",Si,Pequeños medio de generación distribuida o PMGD,CGE,"Alimentador Paredones 13,2kV S/E RANGUILI",,,,,,,,,,,,,246919.73,6142740.89,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,RIGEL SPA,,76.786.225-3,PMGD PFV LA LAJUELA,En Operacion,18/06/2019,2019,Región del Libertador Gral. Bernardo O’Higgins,Santa Cruz,,,,NO APLICA,,ERNC,Solar,"6,90","6,88",Si,Pequeños medio de generación distribuida o PMGD,CGE,"ID 602 S/E PANIAHUE 13,2KV BP1",,,,,,,,,,,,,280948.00,6163389.00,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,ILLALOLEN S.A.,,76.419.748-8,PMGD PFV LA LIGUA,En Operacion,18/09/2019,2019,Región de Valparaíso,La Ligua,,,,1,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 162 BA S/E QUINQUIMO 23KV,,,,,,,,,,,,,"290230,61","6409675,14",19H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,LA MANGA ENERGY SPA,,76.505.372-2,PMGD PFV LA MANGA,En Operacion,13/12/2017,2017,Región Metropolitana de Santiago,San Pedro,,,,NO APLICA,,ERNC,Solar,"2,96","2,96",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 582 BA S/E LA MANGA 13.2KV,,,,,,,,,,,,,262124.33,6244472.07,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,GR PACIFIC PAN DE AZÚCAR SPA,,76.320.575-4,PMGD PFV LAGUNILLA,En Operacion,05/02/2016,2016,Región de Coquimbo,Ovalle,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CONAFE,S/E OVALLE 23 KV,,,,,,,,,,,,,297334,6623075,19 J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,RCL SOLAR SPA,,,PMGD PFV LAS CABRAS,En Operacion,12/06/2021,2021,Región del Libertador Gral. Bernardo O’Higgins,Pichidegua,,,,No aplica,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador El Carmen /  S/ELas Cabras,,,,,,,,,,,,,286479,6196755,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,LAS CHACRAS ENERGY SPA,,76.863.481-5,PMGD PFV LAS CHACRAS,En Operacion,22/02/2020,2020,Región de Valparaíso,La Ligua,,,,NO APLICA,,ERNC,Solar,"3,00","2,97",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 580 BA S/E LA ESPERANZA (TRANSNET) 13.2KV,,,,,,,,,,,,,286515.00,6406994.00,19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,PFV LAS CODORNICES SPA,,76.937.187-7,PMGD PFV LAS CODORNICES,En Operacion,19/07/2019,2019,Región de Ñuble,San Carlos,,,,NO APLICA,,ERNC,Solar,"3,00","2,98",Si,Pequeños medio de generación distribuida o PMGD,COPELEC,"ID 618 BA S/E SAN CARLOS 13,8KV BP1",,,,,,,,,,,,,767243.15,5961802.23,18 H,Solar Fotovoltaica,11,12/10/2021
SEN,SIC,PFV LAS LECHUZAS SPA,,76.948.419-1,PMGD PFV LAS LECHUZAS,En Operacion,06/09/2019,2019,Región de Ñuble,San Carlos,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,COPELEC,ID 1055 BA S/E COCHARCAS 13.8KV,,,,,,,,,,,,,763556.95,5956931.47,18 H,Solar Fotovoltaica,11,12/10/2021
SEN,SIC,DON PEDRO SPA,,,PMGD PFV LAS MAJADAS,En Operacion,28/05/2021,2021,Región de Coquimbo,Monte Patria,,,,No aplica,,ERNC,Solar,"9,04","9,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,"Alimentador San Lorenzo, S/E Monte Patria",,,,,,,,,,,,,314352,6605240,19 J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,FOTOVOLTAICA ALGARROBO SPA,,76.850.028-2,PMGD PFV LAS MERCEDES,En Operacion,18/12/2019,2019,Región del Libertador Gral. Bernardo O’Higgins,Requínoa,,,,NO APLICA,,ERNC,Solar,"3,00","2,97",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 152 BA S/E CHUMAQUITO 15KV,,,,,,,,,,,,,334183,6205604,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,PV LAS PALOMAS SPA,,76.845.124-9,PMGD PFV LAS PALOMAS,En Operacion,31/10/2018,2018,Región de Ñuble,Bulnes,,,,1,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,COPELEC,S/E TRES ESQUINAS,,,,,,,,,,,,,749310.39,5925778.78,18 H,Solar Fotovoltaica,11,12/10/2021
SEN,SIC,PFV LAS PERDICES SPA,,76.945.275-3,PMGD PFV LAS PERDICES,En Operacion,21/08/2019,2019,Región del Maule,Talca,,,,NO APLICA,,ERNC,Solar,"3,00","2,97",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 196 BA S/E PANGUILEMO 15KV,,,,,,,,,,,,,264937.00,6084221.00,19 H,Solar Fotovoltaica,9,12/10/2021
SEN,SIC,MARQUESA SOLAR SPA,,76.454.719-5,PMGD PFV LAS ROJAS,En Operacion,31/12/2019,2019,Región de Coquimbo,La Serena,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 190 BA S/E MARQUESA 23KV,,,,,,,,,,,,,294985,6696011,19 J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,ENERGÍA ATACAMA S.A.,,76.382.754-2,PMGD PFV LAS TERRAZAS,En Operacion,28/08/2014,2014,Región de Atacama,Tierra Amarilla,,,,NO APLICA,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,EMELAT,"ALIMENTADOR ALGARROBO DE S/E CERRILLOS, EMELAT",,,,,,,,,,,,,367694,"6943243,012",19J,Solar Fotovoltaica,4,12/10/2021
SEN,SIC,PFV LAS TORCAZAS SPA,,77.047.895-2,PMGD PFV LAS TORCAZAS,En Operacion,24/04/2021,2021,Región del Libertador Gral. Bernardo O’Higgins,Marchihue,,,,NO APLICA,,ERNC,Solar,"3,01","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID597 - BA S/E MARCHIGÜE 13.2KV BP1,,,,,,,,,,,,,259250,6196340,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,PFV LAS TORTOLAS SPA,,,PMGD PFV LAS TORTOLAS,En Operacion,29/01/2021,2021,Región de Ñuble,Bulnes,,,,NO APLICA,,ERNC,Solar,"3,01","3,00",Si,Pequeños medio de generación distribuida o PMGD,COPELEC,ID1053 - BA S/E TRES ESQUINAS 13.8KV BP1,,,,,,,,,,,,,732450,5927680,18 H,Solar Fotovoltaica,11,12/10/2021
SEN,SIC,PV LAS TURCAS SPA,,76.730.378-5,PMGD PFV LAS TURCAS,En Operacion,01/06/2017,2017,Región Metropolitana de Santiago,Melipilla,,,,1,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,"ID 595 BA S/E MANDINGA 13,8KV BP1",,,,,,,,,,,,,288882.00,6257333.55,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,LINARES GENERACIÓN SPA,,,PMGD PFV LINARES SOLAR,En Operacion,28/05/2021,2021,Región del Maule,Linares,,,,No aplica,,ERNC,Solar,"9,00","8,98",Si,Pequeños medio de generación distribuida o PMGD,CGE Distribución,Alimentador San Gabriel /,,,,,,,,,,,,,262841,6029130,19H,Solar Fotovoltaica,9,12/10/2021
SEN,SIC,LINGUE SPA,,,PMGD PFV LINGUE,En Operacion,29/01/2021,2021,Región de Valparaíso,Casablanca,,,,No aplica,,ERNC,Solar,"3,01","3,00",Si,Pequeños medio de generación distribuida o PMGD,Casablanca,"Alimentador Cooperativa, S/E Casablanca",,,,,,,,,,,,,"277419,047","6303899,769",19H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,ESPINOS S.A.,,76.925.800-0,PMGD PFV LIPANGUE,En Operacion,26/06/2019,2019,Región Metropolitana de Santiago,Lampa,,,,NO APLICA,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,ENEL DISTRIBUCIÓN,ID 791 BA S/E LO BOZA 12KV BP1,,,,,,,,,,,,,321562.29,6309505.66,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,LIRIO DE CAMPO SOLAR SPA,,76.462.043-7,PMGD PFV LIRIO DEL CAMPO,En Operacion,16/09/2020,2020,Región Metropolitana de Santiago,Melipilla,,,,No aplica,,ERNC,Solar,"2,78","2,78",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador Mallarauco y  S/EBollenar,,,,,,,,,,,,,299295,6280594,19S,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,LLANOS DE POTROSO SPA,,76.481.703-6,PMGD PFV LLANOS DE POTROSO,En Operacion,07/05/2020,2020,Región de Coquimbo,La Serena,,,,NO APLICA,,ERNC,Solar,"9,01","9,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 190 BA S/E MARQUESA 23KV BP1,,,,,,,,,,,,,320000.00,6706960.00,19 J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,XUE SOLAR SPA,,,PMGD PFV LLAY LLAY,En Operacion,17/04/2021,2021,Región de Valparaíso,Llaillay,,,,No aplica,,ERNC,Solar,"9,01","9,00",Si,Pequeños medio de generación distribuida o PMGD,Chilquinta,Alimentador Porvenir /  S/ELas Vegas,,,,,,,,,,,,,316745,6363723,19H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,SPV P4 SPA,,76.201.449-1,PMGD PFV LO MIRANDA,En Operacion,31/10/2019,2019,Región del Libertador Gral. Bernardo O’Higgins,Doñihue,,,,NO APLICA,,ERNC,Solar,"6,00","5,96",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 183 BA S/E LO MIRANDA 15KV BP1,,,,,,,,,,,,,326622.00,6214186.00,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,PARQUE SOLAR H6 SPA,,76.795.518-9,PMGD PFV LO SIERRA,En Operacion,12/07/2019,2019,Región Metropolitana de Santiago,San Pedro,,,,1,,ERNC,Solar,"2,97","2,96",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 624 S/E SANTA ROSA (CGE) 23KV,,,,,,,,,,,,,284851.17,6237168.59,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,PSF LOMAS COLORADAS S.A.,,76.284.911-9,PMGD PFV LOMAS COLORADAS,En Operacion,19/06/2014,2014,Región de Coquimbo,Combarbalá,,,,NO APLICA,,ERNC,Solar,"2,00","1,99",Si,Pequeños medio de generación distribuida o PMGD,CONAFE,ALIMENTADOR CIUDAD 13.2 KV EN S/E COMBARBALA,,,,,,,,,,,,,307246.88,6547994.94,19J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,PV LOS GORRIONES SPA,,,PMGD PFV LOS GORRIONES,En Operacion,05/01/2018,2018,Región del Maule,Retiro,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 616 BA S/E RETIRO 13.2KV,,,,,,,,,,,,,251234.01,6008763.45,19 H,Solar Fotovoltaica,9,12/10/2021
SEN,SIC,LOS LAGOS SPA,,,PMGD PFV LOS LAGOS,En Operacion,12/06/2021,2021,Región del Libertador Gral. Bernardo O’Higgins,Las Cabras,,,,No aplica,,ERNC,Solar,"2,20","2,20",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador El Carmen /  S/ELas Cabras,,,,,,,,,,,,,281128,6206916,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,PV LIBERTADORES SPA,,76.515.583-5,PMGD PFV LOS LIBERTADORES,En Operacion,08/08/2018,2018,Región del Libertador Gral. Bernardo O’Higgins,Graneros,,,,1,,ERNC,Solar,"8,00","7,98",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E TUNICHE,,,,,,,,,,,,,335497.84,6226404.08,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,GR LITRE SPA,,,PMGD PFV LOS MAGNOLIOS SOLAR,En Operacion,02/09/2021,2021,Región de Valparaíso,Casablanca,,,,No aplica,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,CASABLANCA,Alimentador Corpora /  S/ECasablanca,,,,,,,,,,,,,273075,6302722,19H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,PARQUE SOLAR LOS PALTOS SPA,,76.827.431-2,PMGD PFV LOS PALTOS,En Operacion,14/01/2020,2020,Región de Valparaíso,Cabildo,,,,NO APLICA,,ERNC,Solar,"2,70","2,69",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 1812 BA S/E CABILDO 23KV BP2,,,,,,,,,,,,,"308844,76","6413652,93",19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,PV LOS PATOS SPA,,76.845.123-0,PMGD PFV LOS PATOS,En Operacion,09/08/2018,2018,Región del Maule,San Rafael,,,,1,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E SAN RAFAEL,,,,,,,,,,,,,262548.12,6086889.11,19 H,Solar Fotovoltaica,9,12/10/2021
SEN,SIC,PMGD SOLAR LOS PERALES I SPA,,76.786.344-6,PMGD PFV LOS PERALES,En Operacion,30/07/2020,2020,Región de Valparaíso,Quilpué,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CHILQUINTA,ID 1024 BA S/E QUILPUE 12KV BP1,,,,,,,,,,,,,285470.00,6330070.00,19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SING,PARQUE SOLAR LOS PUQUIOS SPA,,76.228.787-0,PMGD PFV LOS PUQUIOS,En Operacion,11/08/2015,2015,Región de Tarapacá,Pozo Almonte,,,,1,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 2299 BA S/E TAMARUGAL 23 KV,,,,,,,,,,,,,443093.82,7740031.05,19 K,Solar Fotovoltaica,2,12/10/2021
SEN,SIC,PARQUE FOTOVOLTAICO OCOA II SPA,,76.957.549-9,PMGD PFV LOS TILOS,En Operacion,10/10/2020,2020,Región de Valparaíso,Hijuelas,,,,No aplica,,ERNC,Solar,"3,60","3,50",Si,Pequeños medio de generación distribuida o PMGD,Chilquinta,SE Las Vegas,,,,,,,,,,,,,"307289,24","6369024,65",19H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,LUCE SOLAR SPA,,76.515.795-1,PMGD PFV LUCE SOLAR,En Operacion,07/11/2019,2019,Región Metropolitana de Santiago,San Pedro,,,,1,,ERNC,Solar,"2,70","2,70",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 582 BA S/E LA MANGA 13.2KV,,,,,,,,,,,,,"260790,21","6244814,26",19H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,GR LAUREL SPA,,76.515.589-4,PMGD PFV LUDERS,En Operacion,23/05/2018,2018,Región del Libertador Gral. Bernardo O’Higgins,Mostazal,,,,1,,ERNC,Solar,"3,00","2,96",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E GRANEROS,,,,,,,,,,,,,349286.00,6237229.04,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,BETEL SPA,,,PMGD PFV LUMBRERAS,En Operacion,16/01/2021,2021,Región Metropolitana de Santiago,Melipilla,,,,No aplica,,ERNC,Solar,"3,01","2,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador Lumbreras /  S/EEl Maiten,,,,,,,,,,,,,285705,6274772,19H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,SOLAR E SPA,,76.760.999-K,PMGD PFV LUNA DEL NORTE,En Operacion,16/09/2015,2015,Región de Coquimbo,Vicuña,,,,NO APLICA,,ERNC,Solar,"2,96","2,94",Si,Pequeños medio de generación distribuida o PMGD,CONAFE,S/E VICUÑA 23 KV,,,,,,,,,,,,,338024,"6675560,013",19J,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,LUNA ENERGY SPA,,76.522.004-1,PMGD PFV LUNA,En Operacion,14/06/2019,2019,Región del Libertador Gral. Bernardo O’Higgins,Las Cabras,,,,1,,ERNC,Solar,"2,70","2,70",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E EL MANZANO 13KV,,,,,,,,,,,,,6211449.00,278119.00,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,APOLO DEL NORTE SPA,,76.381.008-9,PMGD PFV MALAQUITA SOLAR II,En Operacion,15/02/2019,2019,Región de Atacama,Tierra Amarilla,,,,1,,ERNC,Solar,"9,00","8,98",Si,Pequeños medio de generación distribuida o PMGD,EMELAT,S/E LOS LOROS 23KV BP1,,,,,,,,,,,,,383715.90,6919672.79,19 J,Solar Fotovoltaica,4,12/10/2021
SEN,SIC,MALINKE SOLAR SPA,,,PMGD PFV MALINKE,En Operacion,07/05/2021,2021,Región Metropolitana de Santiago,Melipilla,,,,No aplica,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,"Alimentador San Manuel 13,2 kV, S/E Mandinga",,,,,,,,,,,,,288.155,6.260.478,19H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,GR CANELO SPA,,76.464.278-3,PMGD PFV MARCHIGUE II,En Operacion,31/03/2017,2017,Región del Libertador Gral. Bernardo O’Higgins,Marchihue,,,,1,,ERNC,Solar,"9,00","8,93",Si,Pequeños medio de generación distribuida o PMGD,CGE,ALIMENTADOR PEÑA BLANCA 23 KV,,,,,,,,,,,,,254883.26,6189538.13,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,MARCHIHUE VII SPA,,76.746.021-K,PMGD PFV MARCHIHUE VII,En Operacion,14/08/2019,2019,Región del Libertador Gral. Bernardo O’Higgins,Marchihue,,,,NO APLICA,,ERNC,Solar,"2,95","2,95",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 597 BA S/E MARCHIGÜE 13.2KV BP1,,,,,,,,,,,,,259532.45,6189742.37,19 H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,PFV MARÍA PINTO SPA,,76.979.116-7,PMGD PFV MARIA PINTO,En Operacion,28/08/2020,2020,Región Metropolitana de Santiago,María Pinto,,,,NO APLICA,,ERNC,Solar,"3,00","2,99",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 557 BA S/E BOLLENAR 13.2KV BP1,,,,,,,,,,,,,295180.07,6289663.21,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,PMGD MAUCO SPA,,76.450.335-K,PMGD PFV MARIN,En Operacion,27/02/2019,2019,Región de Valparaíso,San Felipe,,,,1,,ERNC,Solar,"3,00","2,96",Si,Pequeños medio de generación distribuida o PMGD,CHILQUINTA,S/E SAN FELIPE 12KV,,,,,,,,,,,,,337545.00,6370964.00,19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,LOS LIBERTADORES SOLAR SPA,,,PMGD PFV MERCURIO SUR,En Operacion,09/04/2021,2021,Región del Maule,Colbún,,,,No aplica,,ERNC,Solar,"3,02","3,00",Si,Pequeños medio de generación distribuida o PMGD,Luz Linares,Alimentador Panimávida /  S/EPanimávida,,,,,,,,,,,,,"282509,5","6040873,02",19H,Solar Fotovoltaica,9,12/10/2021
SEN,SIC,CANENCIA ENERGÍA SPA,,76.350.356-9,PMGD PFV MONTT SOLAR,En Operacion,19/07/2019,2019,Región de Valparaíso,Petorca,,,,NO APLICA,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CONAFE,ID 250 BA S/E CABILDO 23KV BP1,,,,,,,,,,,,,305334.26,6421681.24,19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,GR LITRE SPA,,76.451.198-0,PMGD PFV MOSTAZAL,En Operacion,26/05/2018,2018,Región del Libertador Gral. Bernardo O’Higgins,Mostazal,,,,NO APLICA,,ERNC,Solar,"9,00","9,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,SAN FRANCISCO DE MOSTAZAL,,,,,,,,,,,,,345514.80,6238351.46,19H,Solar Fotovoltaica,8,12/10/2021
SEN,SIC,SUVAN SOLAR SPA,,,PMGD PFV MOYA,En Operacion,30/06/2021,2021,Región del Biobío,Cabrero,,,,No aplica,,ERNC,Solar,"9,00","9,00",Si,Pequeños medio de generación distribuida o PMGD,Sociedad Cooperativa de Consumo de Energía Eléctrica Charrúa Ltda,Alimentador Cabrero Salto del Laja – Subestación Cabrero,,,,,,,,,,,,,735300,5894417,18 H,Solar Fotovoltaica,10,12/10/2021
SEN,SIC,MONTEJO ENERGÍA SPA,,,PMGD PFV MUTUPIN,En Operacion,08/07/2021,2021,Región de Ñuble,San Carlos,,,,No aplica,,ERNC,Solar,"9,02","9,00",Si,Pequeños medio de generación distribuida o PMGD,CGE DISTRIBUCION,Alimentador Alico /   S/ESan Carlos,,,,,,,,,,,,,242328,5963952,19H,Solar Fotovoltaica,11,12/10/2021
SEN,SIC,GR PILO SPA,,,PMGD PFV NAHUEN,En Operacion,15/04/2021,2021,Región Metropolitana de Santiago,Melipilla,,,,No aplica,,ERNC,Solar,"9,16","9,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador Pabellon /  S/EChocalan,,,,,,,,,,,,,297157,6263448,19H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,ACOTANGO DE VERANO SPA,,76.876.835-8,PMGD PFV NORTE CHICO,En Operacion,29/06/2019,2019,Región de Coquimbo,Los Vilos,,,,NO APLICA,,ERNC,Solar,"1,95","1,95",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 364 BA S/E QUEREO 23KV BP1,,,,,,,,,,,,,295692.00,6446534.00,19 H,Solar Fotovoltaica,5,12/10/2021
SEN,SIC,PARQUE FOTOVOLTAICO OCOA SPA,,76.451.022-4,PMGD PFV OCOA,En Operacion,01/09/2018,2018,Región de Valparaíso,Hijuelas,,,,1,,ERNC,Solar,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,CHILQUINTA,SE LAS VEGAS,,,,,,,,,,,,,307162.01,6369449.10,19H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,SOLAR E SPA,,76.760.999-K,PMGD PFV OLIVILLO,En Operacion,27/12/2018,2018,Región de Valparaíso,Casablanca,,,,1,,ERNC,Solar,"9,00","8,85",Si,Pequeños medio de generación distribuida o PMGD,ENERGÍA CASABLANCA,S/E CASABLANCA 12KV,,,,,,,,,,,,,277269.00,6314048.00,19 H,Solar Fotovoltaica,6,12/10/2021
SEN,SIC,ORION SOLAR SPA,,,PMGD PFV ORION SOLAR,En Operacion,09/06/2021,2021,Región de Ñuble,Chillán,,,,No aplica,,ERNC,Solar,"2,99","2,98",Si,Pequeños medio de generación distribuida o PMGD,COPELEC,Alimentador San Carlos /  S/EChillán,,,,,,,,,,,,,765628,5945935,18 H,Solar Fotovoltaica,11,12/10/2021
SEN,SIC,COLBÚN S.A.,,96.505.760-9,PMGD PFV OVEJERIA,En Operacion,25/05/2018,2018,Región Metropolitana de Santiago,Tiltil,,,,1,,ERNC,Solar,"9,00","9,00",Si,Pequeños medio de generación distribuida o PMGD,ENEL DISTRIBUCIÓN,S/E EL MANZANO,,,,,,,,,,,,,334949.63,6336810.78,19H,Solar Fotovoltaica,7,12/10/2021
SEN,SING,PAINE ENERGY SPA,,,PMGD PFV PAINE,En Operacion,25/06/2021,2021,Región de Antofagasta,Calama,,,,No aplica,,ERNC,Solar,"9,10","9,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador Florida /  S/ECalama,,,,,,,,,,,,,502816,7513903,19K,Solar Fotovoltaica,3,12/10/2021
